concept_name,table_name,field_name,concept_with_context
"7+3 (Cytarabine, Idarubicin)|HAM (Cytarabine, Mitoxantrone)|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|Azacitidine|Decitabine|Fludarabine, Cyclophosphamide, TBI |Busulfan, Cyclophosphamide",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|HAM (Cytarabine, Mitoxantrone)|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|Azacitidine|Decitabine|Fludarabine, Cyclophosphamide, TBI |Busulfan, Cyclophosphamide"
SGN-CD33A,treatment,list_unique_chemotherapy_treatment_regimens,treatment_list_unique_chemotherapy_treatment_regimens_SGN-CD33A
Radiation,treatment,list_unique_chemotherapy_treatment_regimens,treatment_list_unique_chemotherapy_treatment_regimens_Radiation
"5+2 (Cytarabine, Idarubicin)|7+3 (Cytarabine, Idarubicin)|ATRA (Tretinoin)|MiDAC",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_5+2 (Cytarabine, Idarubicin)|7+3 (Cytarabine, Idarubicin)|ATRA (Tretinoin)|MiDAC"
"7+3 (Cytarabine, Idarubicin)|Azacitidine|SWOG S1203 (7+3 +/- Vorinostat)|MiDAC",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|Azacitidine|SWOG S1203 (7+3 +/- Vorinostat)|MiDAC"
"Azacitidine, Sorafenib|7+3 (Cytarabine, Idarubicin)|HiDAC|Cladribine, Cytarabine, Idarubicin",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Azacitidine, Sorafenib|7+3 (Cytarabine, Idarubicin)|HiDAC|Cladribine, Cytarabine, Idarubicin"
"7+3 (Cytarabine, Idarubicin)|Cytarabine|Azacitidine|Sorafenib|Decitabine|Hydroxyurea",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|Cytarabine|Azacitidine|Sorafenib|Decitabine|Hydroxyurea"
"Fludarabine, Melphalan|Ruxolitinib|7+3 (Cytarabine, Idarubicin)|FLAG (Fludarabine, High-dose Cytarabine, G-CSF)|MiDAC|Ibrutinib",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Fludarabine, Melphalan|Ruxolitinib|7+3 (Cytarabine, Idarubicin)|FLAG (Fludarabine, High-dose Cytarabine, G-CSF)|MiDAC|Ibrutinib"
"AG-221|Azacitidine, SGN-CD33A",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_AG-221|Azacitidine, SGN-CD33A"
Hydroxyurea|Decitabine,treatment,list_unique_chemotherapy_treatment_regimens,treatment_list_unique_chemotherapy_treatment_regimens_Hydroxyurea|Decitabine
"Azacitidine|MEC (Cytarabine, Etoposide, Mitoxantrone)|Sorafenib|Hydroxyurea|Busulfan, Cyclophosphamide|7+3 (Cytarabine, Idarubicin) plus Dasatinib",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Azacitidine|MEC (Cytarabine, Etoposide, Mitoxantrone)|Sorafenib|Hydroxyurea|Busulfan, Cyclophosphamide|7+3 (Cytarabine, Idarubicin) plus Dasatinib"
"Dasatinib|7+3 (Cytarabine, Idarubicin)|HiDAC|MEC (Cytarabine, Etoposide, Mitoxantrone)|Hydroxyurea|Busulfan, Cyclophosphamide",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Dasatinib|7+3 (Cytarabine, Idarubicin)|HiDAC|MEC (Cytarabine, Etoposide, Mitoxantrone)|Hydroxyurea|Busulfan, Cyclophosphamide"
"Azacitidine, Sorafenib|Decitabine, Midostaurin",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Azacitidine, Sorafenib|Decitabine, Midostaurin"
"7+3 (Cytarabine, Idarubicin)|Donor Lymphocyte Infusion|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|Azacitidine|Sorafenib|MiDAC|Treo/Flu/TBI (Treosulfan, Fludarabine, Total Body Irradiation)",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|Donor Lymphocyte Infusion|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|Azacitidine|Sorafenib|MiDAC|Treo/Flu/TBI (Treosulfan, Fludarabine, Total Body Irradiation)"
"7+3 (Cytarabine, Idarubicin)|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|FLAG (Fludarabine, High-dose Cytarabine, G-CSF)|MiDAC|Enasidenib|Hydroxyurea|Enasidenib, Cytarabine",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|FLAG (Fludarabine, High-dose Cytarabine, G-CSF)|MiDAC|Enasidenib|Hydroxyurea|Enasidenib, Cytarabine"
"Busulfan, Fludarabine|7+3 (Cytarabine, Idarubicin)|HiDAC|CLAG (Cladribine, Cytarabine, Filgrastim)",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Busulfan, Fludarabine|7+3 (Cytarabine, Idarubicin)|HiDAC|CLAG (Cladribine, Cytarabine, Filgrastim)"
"HiDAC|Cyclophosphamide|Fludarabine, Cyclophosphamide, TBI |7+3 (Cytarabine, Idarubicin) plus Crenolanib",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_HiDAC|Cyclophosphamide|Fludarabine, Cyclophosphamide, TBI |7+3 (Cytarabine, Idarubicin) plus Crenolanib"
"7+3 (Cytarabine, Idarubicin)|HiDAC|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|Azacitidine|MEC (Cytarabine, Etoposide, Mitoxantrone)|Busulfan, Cyclophosphamide|Fludarabine, Cytarabine",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|HiDAC|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|Azacitidine|MEC (Cytarabine, Etoposide, Mitoxantrone)|Busulfan, Cyclophosphamide|Fludarabine, Cytarabine"
"HiDAC|7+3 (Cytarabine, Idarubicin) plus Crenolanib",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_HiDAC|7+3 (Cytarabine, Idarubicin) plus Crenolanib"
"5+2 (Cytarabine, Idarubicin)|7+3 (Cytarabine, Idarubicin)|Azacitidine",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_5+2 (Cytarabine, Idarubicin)|7+3 (Cytarabine, Idarubicin)|Azacitidine"
"7+3 (Cytarabine, Idarubicin)|HAM (Cytarabine, Mitoxantrone)|Azacitidine|Hydroxyurea|Decitabine|ME (Etoposide, Mitoxantrone)|Fludarabine, Melphalan, ATG",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|HAM (Cytarabine, Mitoxantrone)|Azacitidine|Hydroxyurea|Decitabine|ME (Etoposide, Mitoxantrone)|Fludarabine, Melphalan, ATG"
"HiDAC|Hydroxyurea|7+3 (Cytarabine, Idarubicin) plus Sorafenib",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_HiDAC|Hydroxyurea|7+3 (Cytarabine, Idarubicin) plus Sorafenib"
"AG-120|ATRA (Tretinoin)|HiDAC|3+7 (Cytarabine, Daunorubicin)|FLAG (Fludarabine, High-dose Cytarabine, G-CSF)|5+2 (Ara-C, Daunorubicin)",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_AG-120|ATRA (Tretinoin)|HiDAC|3+7 (Cytarabine, Daunorubicin)|FLAG (Fludarabine, High-dose Cytarabine, G-CSF)|5+2 (Ara-C, Daunorubicin)"
"7+3 (Cytarabine, Idarubicin)|HiDAC|Cyclophosphamide|Fludarabine, Cyclophosphamide, TBI",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|HiDAC|Cyclophosphamide|Fludarabine, Cyclophosphamide, TBI"
"Hydroxyurea|APML4 Protocol (ATRA, Arsenic Trioxide, Idarubicin)",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Hydroxyurea|APML4 Protocol (ATRA, Arsenic Trioxide, Idarubicin)"
"AG-120|5+2 (Cytarabine, Idarubicin)|7+3 (Cytarabine, Idarubicin)|Azacitidine|Decitabine",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_AG-120|5+2 (Cytarabine, Idarubicin)|7+3 (Cytarabine, Idarubicin)|Azacitidine|Decitabine"
"HiDAC|3+7 (Cytarabine, Daunorubicin)|Azacitidine|Hydroxyurea",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_HiDAC|3+7 (Cytarabine, Daunorubicin)|Azacitidine|Hydroxyurea"
Azacitidine|Decitabine|Hydroxyurea|V212,treatment,list_unique_chemotherapy_treatment_regimens,treatment_list_unique_chemotherapy_treatment_regimens_Azacitidine|Decitabine|Hydroxyurea|V212
CPX-351 (Liposomal Cytarabine + Daunorubicin)|Hydroxyurea,treatment,list_unique_chemotherapy_treatment_regimens,treatment_list_unique_chemotherapy_treatment_regimens_CPX-351 (Liposomal Cytarabine + Daunorubicin)|Hydroxyurea
"Methotrexate, Mercaptopurine, Tretinoin|ATRA, Idarubicin|ATRA, Cytarabine, Idarubicin",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Methotrexate, Mercaptopurine, Tretinoin|ATRA, Idarubicin|ATRA, Cytarabine, Idarubicin"
Ruxolitinib|AG-221|Cytarabine|Azacitidine,treatment,list_unique_chemotherapy_treatment_regimens,treatment_list_unique_chemotherapy_treatment_regimens_Ruxolitinib|AG-221|Cytarabine|Azacitidine
"Sorafenib|Hydroxyurea|7+3 (Cytarabine, Idarubicin) plus Sorafenib|Busulfan, Cyclophosphamide",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Sorafenib|Hydroxyurea|7+3 (Cytarabine, Idarubicin) plus Sorafenib|Busulfan, Cyclophosphamide"
"Vidaza|Decitabine|Fludarabine, Cytarabine",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Vidaza|Decitabine|Fludarabine, Cytarabine"
"AG-120|Fludarabine, Melphalan|7+3 (Cytarabine, Idarubicin)|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|MiDAC",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_AG-120|Fludarabine, Melphalan|7+3 (Cytarabine, Idarubicin)|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|MiDAC"
"Vidaza|Cytarabine|3+7 (Cytarabine, Daunorubicin)|Decitabine",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Vidaza|Cytarabine|3+7 (Cytarabine, Daunorubicin)|Decitabine"
"Cytarabine|3+7 (Cytarabine, Daunorubicin)",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Cytarabine|3+7 (Cytarabine, Daunorubicin)"
AG-221|Azacitidine|Hydroxyurea,treatment,list_unique_chemotherapy_treatment_regimens,treatment_list_unique_chemotherapy_treatment_regimens_AG-221|Azacitidine|Hydroxyurea
"7+3 (Cytarabine, Idarubicin)|IDAC",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|IDAC"
Vidaza,treatment,list_unique_chemotherapy_treatment_regimens,treatment_list_unique_chemotherapy_treatment_regimens_Vidaza
"7+3 (Cytarabine, Idarubicin)|CLAG (Cladribine, Cytarabine, Filgrastim)",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|CLAG (Cladribine, Cytarabine, Filgrastim)"
"HiDAC|3+7 (Cytarabine, Daunorubicin)",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_HiDAC|3+7 (Cytarabine, Daunorubicin)"
"Fludarabine, Melphalan|Crenolanib|7+3 (Cytarabine, Idarubicin) plus Crenolanib",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Fludarabine, Melphalan|Crenolanib|7+3 (Cytarabine, Idarubicin) plus Crenolanib"
"7+3 (Cytarabine, Idarubicin)|Fludarabine, Cyclophosphamide, Thiotepa, TBI",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|Fludarabine, Cyclophosphamide, Thiotepa, TBI"
"Azacitidine|7+3 (Cytarabine, Idarubicin) plus Sorafenib",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Azacitidine|7+3 (Cytarabine, Idarubicin) plus Sorafenib"
"7+3 (Cytarabine, Idarubicin)|HiDAC|GCLAC (GCSF, Clofarabine & Cytarabine)|Fludarabine, Cyclophosphamide, Thiotepa, TBI",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|HiDAC|GCLAC (GCSF, Clofarabine & Cytarabine)|Fludarabine, Cyclophosphamide, Thiotepa, TBI"
"AG-120|KB004|Lenalidomide|Venetoclax (ABT-199), Azacitidine|Decitabine",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_AG-120|KB004|Lenalidomide|Venetoclax (ABT-199), Azacitidine|Decitabine"
"Bu/Cy/ATG|HiDAC|3+7 (Cytarabine, Daunorubicin)|Etoposide, Mitoxantrone|Clofarabine, Cytarabine",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Bu/Cy/ATG|HiDAC|3+7 (Cytarabine, Daunorubicin)|Etoposide, Mitoxantrone|Clofarabine, Cytarabine"
"7+3 (Cytarabine, Idarubicin)|HiDAC|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|MEC (Cytarabine, Etoposide, Mitoxantrone)|MiDAC",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|HiDAC|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|MEC (Cytarabine, Etoposide, Mitoxantrone)|MiDAC"
"HiDAC|Lenalidomide|3+7 (Cytarabine, Daunorubicin)|Azacitidine|Etoposide, Mitoxantrone|Cytarabine, OXi4503",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_HiDAC|Lenalidomide|3+7 (Cytarabine, Daunorubicin)|Azacitidine|Etoposide, Mitoxantrone|Cytarabine, OXi4503"
Radiation|Paclitaxel|Doxorubicin|Cisplatin|5-FU,treatment,list_unique_chemotherapy_treatment_regimens,treatment_list_unique_chemotherapy_treatment_regimens_Radiation|Paclitaxel|Doxorubicin|Cisplatin|5-FU
"Ruxolitinib|Hydroxyurea|Decitabine, Ruxolitinib",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Ruxolitinib|Hydroxyurea|Decitabine, Ruxolitinib"
"Fludarabine, Melphalan|Azacitidine|Sorafenib",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Fludarabine, Melphalan|Azacitidine|Sorafenib"
"7+3 (Cytarabine, Idarubicin)|HiDAC|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|Sorafenib|Hydroxyurea",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|HiDAC|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|Sorafenib|Hydroxyurea"
"7+3 (Cytarabine, Idarubicin)|CLAG (Cladribine, Cytarabine, Filgrastim)|Azacitidine",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|CLAG (Cladribine, Cytarabine, Filgrastim)|Azacitidine"
"Cytarabine|Sorafenib|Cytarabine, Daunorubicin, and Etoposide|Busulfan, Cyclophosphamide",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Cytarabine|Sorafenib|Cytarabine, Daunorubicin, and Etoposide|Busulfan, Cyclophosphamide"
"Vidaza|7+3 (Cytarabine, Idarubicin)|Lenalidomide|Hydroxyurea",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Vidaza|7+3 (Cytarabine, Idarubicin)|Lenalidomide|Hydroxyurea"
"HiDAC|Donor Lymphocyte Infusion|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|SWOG S1203 (7+3 +/- Vorinostat)|Hydroxyurea|Decitabine|Bu/Flu/TBI (Busulfan, Fludarabine, Total Body Irradiation)",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_HiDAC|Donor Lymphocyte Infusion|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|SWOG S1203 (7+3 +/- Vorinostat)|Hydroxyurea|Decitabine|Bu/Flu/TBI (Busulfan, Fludarabine, Total Body Irradiation)"
"Busulfan, Fludarabine|7+3 (Cytarabine, Idarubicin)|Azacitidine|CLAG-M (Cladribine, Cytarabine, Mitoxantrone, Filgrastim)",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Busulfan, Fludarabine|7+3 (Cytarabine, Idarubicin)|Azacitidine|CLAG-M (Cladribine, Cytarabine, Mitoxantrone, Filgrastim)"
"FLAG (Fludarabine, High-dose Cytarabine, G-CSF)|Hydroxyurea|Decitabine|Fludarabine, Cyclophosphamide, TBI |Trametinib",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_FLAG (Fludarabine, High-dose Cytarabine, G-CSF)|Hydroxyurea|Decitabine|Fludarabine, Cyclophosphamide, TBI |Trametinib"
"3+7 (Cytarabine, Daunorubicin)|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|FLAG (Fludarabine, High-dose Cytarabine, G-CSF)|Hydroxyurea",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_3+7 (Cytarabine, Daunorubicin)|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|FLAG (Fludarabine, High-dose Cytarabine, G-CSF)|Hydroxyurea"
"HiDAC|AG-221|3+7 (Cytarabine, Daunorubicin)|Azacitidine|MEC (Cytarabine, Etoposide, Mitoxantrone)",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_HiDAC|AG-221|3+7 (Cytarabine, Daunorubicin)|Azacitidine|MEC (Cytarabine, Etoposide, Mitoxantrone)"
"7+3 (Cytarabine, Idarubicin)|ATRA (Tretinoin)|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|anti-CD33|Azacitidine",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|ATRA (Tretinoin)|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)|anti-CD33|Azacitidine"
"HiDAC|Cyclophosphamide, Fludarabine, TBI|3+7 (Cytarabine, Daunorubicin)|MEC (Cytarabine, Etoposide, Mitoxantrone)",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_HiDAC|Cyclophosphamide, Fludarabine, TBI|3+7 (Cytarabine, Daunorubicin)|MEC (Cytarabine, Etoposide, Mitoxantrone)"
"HiDAC|Cyclophosphamide, Fludarabine, TBI|3+7 (Cytarabine, Daunorubicin)|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_HiDAC|Cyclophosphamide, Fludarabine, TBI|3+7 (Cytarabine, Daunorubicin)|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)"
"CyBorD (Cyclophosphamide, Bortezomib, Dexamethasone)|RVD (Bortezomib, Dexamethasone, Lenalidomide)",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_CyBorD (Cyclophosphamide, Bortezomib, Dexamethasone)|RVD (Bortezomib, Dexamethasone, Lenalidomide)"
"HiDAC|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_HiDAC|FLAG-IDA (Cytarabine, Filgrastim, Fludarabine, Idarubicin)"
"Unknown|GCLAC (GCSF, Clofarabine & Cytarabine)",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Unknown|GCLAC (GCSF, Clofarabine & Cytarabine)"
"Azacitidine|Fludarabine, Melphalan, ATG",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Azacitidine|Fludarabine, Melphalan, ATG"
"Vidaza|Fludarabine, Melphalan|HiDAC|3+7 (Cytarabine, Daunorubicin)",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Vidaza|Fludarabine, Melphalan|HiDAC|3+7 (Cytarabine, Daunorubicin)"
"FLX925|7+3 (Cytarabine, Idarubicin)",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_FLX925|7+3 (Cytarabine, Idarubicin)"
Cytarabine|Decitabine,treatment,list_unique_chemotherapy_treatment_regimens,treatment_list_unique_chemotherapy_treatment_regimens_Cytarabine|Decitabine
"7+3 (Cytarabine, Idarubicin)|Fludarabine, Cyclophosphamide, TBI",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|Fludarabine, Cyclophosphamide, TBI"
"7+3 (Cytarabine, Idarubicin)|Sorafenib|MEC (Cytarabine, Etoposide, Mitoxantrone)|MiDAC|IMGN779 (Immunogen Trial)|Fludarabine, Cyclophosphamide, Thiotepa, TBI|ALRN-6924|Azacitidine, Midostaurin, Ponatinib",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_7+3 (Cytarabine, Idarubicin)|Sorafenib|MEC (Cytarabine, Etoposide, Mitoxantrone)|MiDAC|IMGN779 (Immunogen Trial)|Fludarabine, Cyclophosphamide, Thiotepa, TBI|ALRN-6924|Azacitidine, Midostaurin, Ponatinib"
"Azacitidine|SWOG S0919 (Ida/Ara+Pravastatin) |Busulfan, Cyclophosphamide",treatment,list_unique_chemotherapy_treatment_regimens,"treatment_list_unique_chemotherapy_treatment_regimens_Azacitidine|SWOG S0919 (Ida/Ara+Pravastatin) |Busulfan, Cyclophosphamide"
